Compound SMILES,Plate,Well,ch1_path,ch2_path,ch3_path,ch4_path,ch5_path
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,24277,O17,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_o17.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_o17.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_o17.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_o17.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_o17.tif
CCOc1ccc(N=C(C)O)cc1,24277,O20,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_o20.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_o20.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_o20.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_o20.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_o20.tif
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24277,P3,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_p03.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_p03.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_p03.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_p03.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_p03.tif
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,24277,P4,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_p04.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_p04.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_p04.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_p04.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_p04.tif
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,24277,P8,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_p08.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_p08.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_p08.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_p08.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_p08.tif
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,24278,B6,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_b06.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_b06.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_b06.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_b06.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_b06.tif
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,24278,B12,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_b12.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_b12.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_b12.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_b12.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_b12.tif
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,24278,C14,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_c14.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_c14.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_c14.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_c14.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_c14.tif
NN=c1[nH]ncc2ccccc12,24278,C23,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_c23.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_c23.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_c23.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_c23.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_c23.tif
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,24278,D6,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_d06.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_d06.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_d06.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_d06.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_d06.tif
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,24278,D9,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_d09.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_d09.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_d09.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_d09.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_d09.tif
CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,24278,D13,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_d13.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_d13.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_d13.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_d13.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_d13.tif
C#CCN(C)Cc1ccccc1,24278,E6,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_e06.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_e06.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_e06.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_e06.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_e06.tif
CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,24278,E22,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_e22.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_e22.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_e22.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_e22.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_e22.tif
CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,24278,F12,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_f12.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_f12.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_f12.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_f12.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_f12.tif
C#CCN(C)[C@H](C)Cc1ccccc1,24278,F14,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_f14.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_f14.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_f14.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_f14.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_f14.tif
CCN1CCN(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,24278,F21,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_f21.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_f21.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_f21.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_f21.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_f21.tif
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(O)=NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,24278,F22,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_f22.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_f22.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_f22.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_f22.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_f22.tif
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,24278,H13,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_h13.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_h13.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_h13.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_h13.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_h13.tif
CC1(C)S[C@@H]2[C@H](N=C(O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,24278,H18,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_h18.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_h18.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_h18.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_h18.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_h18.tif
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,24278,H23,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_h23.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_h23.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_h23.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_h23.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_h23.tif
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,24278,H24,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_h24.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_h24.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_h24.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_h24.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_h24.tif
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,24278,I17,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_i17.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_i17.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_i17.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_i17.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_i17.tif
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,24278,I24,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_i24.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_i24.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_i24.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_i24.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_i24.tif
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,24278,J9,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_j09.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_j09.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_j09.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_j09.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_j09.tif
Cc1cc(C(=O)NNCc2ccccc2)no1,24278,L10,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_l10.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_l10.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_l10.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_l10.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_l10.tif
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,24278,L19,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_l19.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_l19.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_l19.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_l19.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_l19.tif
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,24278,L21,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_l21.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_l21.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_l21.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_l21.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_l21.tif
COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,24278,N15,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_n15.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_n15.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_n15.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_n15.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_n15.tif
Cc1ccc(=O)n(-c2ccccc2)c1,24278,O16,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_o16.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_o16.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_o16.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_o16.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_o16.tif
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,24278,O17,s3://morphology_profiles/filtered_mp/24278-Hoechst/merged_24278-Hoechst_o17.tif,s3://morphology_profiles/filtered_mp/24278-ERSyto/merged_24278-ERSyto_o17.tif,s3://morphology_profiles/filtered_mp/24278-ERSytoBleed/merged_24278-ERSytoBleed_o17.tif,s3://morphology_profiles/filtered_mp/24278-Ph_golgi/merged_24278-Ph_golgi_o17.tif,s3://morphology_profiles/filtered_mp/24278-Mito/merged_24278-Mito_o17.tif
