smiles,murcko_scaffold,cluster_id
CCOC(=O)C1C(c2ccccn2)C(C(=O)OCC)=C(C)N=C1C,C1=CC(c2ccccn2)CC=N1,15
C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)C2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C/1,O=C1/C=C\CC/C=C\CCC[C@@H]2C[C@H](CC(C3CSC(=O)N3)O2)O1,16
COc1cccc(c1)C(CC(=O)Nc1cccc2ccccc12)NC(=O)c1ccccc1,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)Nc1cccc2ccccc12,17
COc1ccccc1\C=C\CN1CCCC(CO)(Cc2cccc(Cl)c2)C1,C(=C/c1ccccc1)\CN1CCCC(Cc2ccccc2)C1,18
CCC(C)NS(=O)(=O)c1ccc(cc1)S(=O)(=O)N1CCCC2(CCCCC2)C1,O=S(=O)(c1ccccc1)N1CCCC2(CCCCC2)C1,19
FC(F)Sc1ccc(CC2SC(NN=Cc3cccnc3)=NC2=O)cc1,O=C1N=C(NN=Cc2cccnc2)SC1Cc1ccccc1,20
Cc1ccc2[nH]c(nc2c1)C(F)OC(F)(F)F,c1ccc2[nH]cnc2c1,21
COc1ccc(C(=O)C2CCCN(Cc3cccn3-c3ccc(Cl)cn3)C2)c(OC)c1,O=C(c1ccccc1)C1CCCN(Cc2cccn2-c2ccccn2)C1,22
CC(N1C(=O)C2C3CC(C(Br)C3Br)C2C1=O)C(=O)Nc1ccc(C)cc1,O=C(CN1C(=O)C2C3CCC(C3)C2C1=O)Nc1ccccc1,23
Oc1ccc(C(=O)NN=CC2CCC=CC2)c(O)c1,O=C(NN=CC1CC=CCC1)c1ccccc1,24
O=C(Nc1sc2CCCCCc2c1C#N)C1CCCO1,O=C(Nc1cc2c(s1)CCCCC2)C1CCCO1,25
CC1CN(CC(C)O1)c1cc(-c2ccccc2)c2ccccc2n1,c1ccc(-c2cc(N3CCOCC3)nc3ccccc23)cc1,26
COC(=O)c1ccc(cc1)-c1ccc(CNCC(O)c2ccccc2)o1,c1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1,27
COc1ccc(cc1)C(N1CCc2ccccc12)C(=O)NC1CCCC1,O=C(NC1CCCC1)C(c1ccccc1)N1CCc2ccccc21,28
CCOC(=O)c1[nH]c2CC(CC(=O)c2c1-c1ccccc1)c1ccc(OC)c(OC)c1,O=C1CC(c2ccccc2)Cc2[nH]cc(-c3ccccc3)c21,29
COc1ccc2nc(NC(=O)C(NS(=O)(=O)c3cccc4nsnc34)C(C)C)sc2c1,O=C(CNS(=O)(=O)c1cccc2nsnc12)Nc1nc2ccccc2s1,30
COCCn1c(SCC(=O)Nc2cc(Cl)ccc2OC)nc2CC(C)Sc2c1=O,O=C(CSc1nc2c(c(=O)[nH]1)SCC2)Nc1ccccc1,31
COc1ccc(cc1)-n1ncc2c(NCC3CCCO3)ncnc12,c1ccc(-n2ncc3c(NCC4CCCO4)ncnc32)cc1,32
CC12C3CCC(O3)C1(C)C(=O)OC2=O,O=C1OC(=O)C2C3CCC(O3)C12,33
CN(C)N1C(N)=C(C#N)C(c2cccc3ccccc23)C2=C1CC(CC2=O)c1ccccc1,O=C1CC(c2ccccc2)CC2=C1C(c1cccc3ccccc13)C=CN2,34
Fc1ccc2nc(NC(=O)C3CCCO3)sc2c1,O=C(Nc1nc2ccccc2s1)C1CCCO1,35
Cc1ccc(NC(=O)C2CCCN(C2)c2ncccn2)cc1F,O=C(Nc1ccccc1)C1CCCN(c2ncccn2)C1,36
CCC1CCCCN1S(=O)(=O)c1ccc2N(CCc2c1)C(=O)C1CCC1,O=C(C1CCC1)N1CCc2cc(S(=O)(=O)N3CCCCC3)ccc21,37
O=C(Nc1nnc(s1)C1CCCO1)c1cccs1,O=C(Nc1nnc(C2CCCO2)s1)c1cccs1,38
Cc1ccc(Cn2c3nc4ccccn4c(=O)c3cc(C(=O)NCC3CCCO3)c2=N)cc1,N=c1c(C(=O)NCC2CCCO2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,39
CC(C)C1N=C2N(C1=O)C(SCC(=O)NCCc1ccc(cc1)S(N)(=O)=O)=Nc1ccccc21,O=C(CSC1=Nc2ccccc2C2=NCC(=O)N12)NCCc1ccccc1,40
CC(C)Cc1ccc(cc1)C(C)C(=O)OCC(=O)c1c[nH]c2ccccc12,O=C(Cc1ccccc1)OCC(=O)c1c[nH]c2ccccc12,41
CCOC(=O)C1C(\C=C\c2ccccc2)C(C(=O)OCC)=C(C)N=C1C,C1=CC(/C=C/c2ccccc2)CC=N1,42
O=S(c1ccccc1)c1ccc2nnnn2n1,O=S(c1ccccc1)c1ccc2nnnn2n1,43
COc1ccccc1NC(=O)c1csc2CC(C)CCc12,O=C(Nc1ccccc1)c1csc2c1CCCC2,44
Clc1ccc(NC(=O)c2ccc(OCC3CCCO3)cc2)cc1S(=O)(=O)N1CCOCC1,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(OCC2CCCO2)cc1,45
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O,c1ccc(NCc2cnc3ncncc3n2)cc1,46
CCOCCCNc1nc2nc3ccc(C)cn3c(=O)c2cc1C(=O)NCC1CCCO1,O=C(NCC1CCCO1)c1cnc2nc3ccccn3c(=O)c2c1,47
CCC(C)n1c(SC(C)C#N)nc2ccccc2c1=O,O=c1[nH]cnc2ccccc12,48
Cc1cccc(c1)S(=O)(=O)C(C#N)c1nc2ccccc2nc1N1CCCC1,O=S(=O)(Cc1nc2ccccc2nc1N1CCCC1)c1ccccc1,49
CCOC(=O)C(C)Sc1ncnc2n(cc(-c3ccccc3)c12)-c1ccc(OC)cc1,c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1,50
CCOc1ccccc1NC1N(Cc2ccco2)C(=O)c2ccccc12,O=C1c2ccccc2C(Nc2ccccc2)N1Cc1ccco1,51
CCN1CC(CN(C)Cc2nc(no2)-c2ccc(cc2)C(F)(F)F)CC1=O,O=C1CC(CNCc2nc(-c3ccccc3)no2)CN1,52
CC(=N)C(C#N)C(=O)CSc1nnc(Nc2cccc(C)c2)s1,c1ccc(Nc2nncs2)cc1,53
CC1CCCN(C1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1nnc(o1)C1=COCCO1,O=C(Nc1nnc(C2=COCCO2)o1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,54
Cc1ccc(cc1Cl)N1CC(CC1=O)C(=O)Nc1nccs1,O=C(Nc1nccs1)C1CC(=O)N(c2ccccc2)C1,55
COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,c1ccc(CCCOC(Cn2ccnc2)c2ccccc2)cc1,56
O=C(C(C#N)c1ccccn1)c1ccco1,O=C(Cc1ccccn1)c1ccco1,57
CC1(C)Cc2c(cnn2-c2ccccc2)-c2c1c1ccccc1n2CC(O)CBr,c1ccc(-n2ncc3c2CCc2c-3[nH]c3ccccc23)cc1,58
CCOC(=O)NN1C(Nc2ccccc2C1=O)c1ccc(cc1)N(C)C,O=C1NC(c2ccccc2)Nc2ccccc21,59
COc1ccccc1NC(=O)N1CCCC(C1)C(=O)Nc1cccc(C)c1C,O=C(Nc1ccccc1)C1CCCN(C(=O)Nc2ccccc2)C1,60
CN(Cc1ccccc1)C(=O)C1CCCN(Cc2cccc(Cl)c2)C1,O=C(NCc1ccccc1)C1CCCN(Cc2ccccc2)C1,61
Fc1ccc(NC(=O)CC2N(CCc3ccncc3)C(=S)N(C2=O)c2ccc(Cl)cc2)cc1,O=C(CC1C(=O)N(c2ccccc2)C(=S)N1CCc1ccncc1)Nc1ccccc1,62
CC(CNC(=O)CCc1nnc(o1)-c1ccc(C)s1)Oc1cccnc1,O=C(CCc1nnc(-c2cccs2)o1)NCCOc1cccnc1,63
Cc1cc(O)ccc1N=CC1CCCC1=O,O=C1CCCC1C=Nc1ccccc1,64
Nc1nc(Cl)nc2n(cnc12)C1C[C@@H](O)C(CO)O1,c1ncc2ncn(C3CCCO3)c2n1,65
CCCCS(=O)(=O)N1CN(C2NC(=O)NC12)S(=O)(=O)CCCC,O=C1NC2NCNC2N1,66
CC(C)(C)c1ccc(cc1)C(=O)Nc1nnc(SCC(=O)NCC2CCCO2)s1,O=C(CSc1nnc(NC(=O)c2ccccc2)s1)NCC1CCCO1,67
Oc1c(Br)cc2OC3(C(CCCNC3=O)c2c1Br)N1CCOCC1,O=C1NCCCC2c3ccccc3OC12N1CCOCC1,68
O=C(NCc1ccco1)C(C#N)c1nc2ccccc2nc1N1CCOCC1,O=C(Cc1nc2ccccc2nc1N1CCOCC1)NCc1ccco1,69
COC(=O)C1=CN(CC2CCCO2)C=C(C1c1cccc(O)c1)C(=O)OC,C1=CN(CC2CCCO2)C=CC1c1ccccc1,70
CN1CCc2c(C1)sc(NC(=O)C1COc3ccccc3O1)c2C(N)=O,O=C(Nc1cc2c(s1)CNCC2)C1COc2ccccc2O1,71
CC(Cn1nc(C)c(Cl)c1C)C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O,O=C(CCn1cccn1)NC1C(=O)N2C=CCSC12,72
NC(=O)C1C(SCc2cccc3ccccc23)=NC(N)=C(C#N)C11CCCCC1,C1=CC2(CCCCC2)CC(SCc2cccc3ccccc23)=N1,73
COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c3c(C(=O)N(C[C@@H]2C)[C@@H](C)CO)n(C)c2ccccc32)cc1,O=C(NCc1ccccc1)NC[C@@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,74
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,O=C(C[C@H]1C[C@H]2c3ccccc3O[C@H]2CO1)NCc1ccncc1,75
C[C@@H](O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,O=C(Cc1ccncc1)NC[C@H]1CCNC(=O)c2cccnc2O1,76
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc2cc(ccc2S1(=O)=O)-c1cccc(c1)C#N,O=S1(=O)NCC[C@H](CNCC2CC2)Oc2cc(-c3ccccc3)ccc21,77
CNC[C@@H]1Oc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2C(=O)N(C[C@H]1C)[C@H](C)CO,O=C1NCCCOc2c(NS(=O)(=O)c3ccccc3)cccc21,78
OC[C@H]1O[C@@H](CC(=O)N2CCc3ccccc3C2)CC[C@H]1NC(=O)Nc1cc(F)ccc1F,O=C(Nc1ccccc1)N[C@@H]1CC[C@H](CC(=O)N2CCc3ccccc3C2)OC1,79
COc1ccc(cc1)S(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)N(C)C)O[C@H]3CO)c2c1,O=S(=O)(Nc1ccc2c(c1)[C@@H]1CCOC[C@@H]1O2)c1ccccc1,80
CCCC(=O)Nc1ccc2OC[C@H](C)N(C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC)C(=O)C1CCCC1,O=C1NCCCCN(C(=O)C2CCCC2)CCOc2ccccc21,81
CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(Cc3ccccn3)C[C@H](C)[C@H](CN(C)C2=O)OC)c1,O=C1NCCCCN(Cc2ccccn2)CCOc2ccccc21,82
COc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO,O=C(C[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CO1)N1CCC(Cc2ccccc2)CC1,83
COc1cccc(c1)-c1ccc2c(O[C@H](CN(C)C(=O)c3ccccc3F)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccc(-c3ccccc3)cc2O1)c1ccccc1,84
Cc1ccc(cc1C)C(=O)Nc1ccc(CN2CCS(=O)(=O)CC2)cc1,O=C(Nc1ccc(CN2CCS(=O)(=O)CC2)cc1)c1ccccc1,85
CCCNC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC1(O)CCCC1,O=C1NCCCOc2ncc(C#CC3CCCC3)cc21,86
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(c2)C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C1NCC[C@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,87
CN(C)\C=C\C(=O)\C=C\c1ccc(Cl)cc1Cl,c1ccccc1,10
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@H](C)N(C)C[C@H]1C,O=C(Nc1ccc2c(c1)C(=O)NCCCCNCCO2)NC1CCCCC1,88
CCS(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)O[C@@H]1CO,O=C(C[C@@H]1C=CCCO1)Nc1ccc(-c2ccccc2)cc1,89
COc1ccc(cc1)-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3S(C)(=O)=O)C(=O)NC1CCC1,O=C(NC1CCC1)[C@H]1C[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1,90
CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#CCC1CCCC1,O=S1(=O)NCCCOc2cc(C#CCC3CCCC3)ccc21,91
CCCC(=O)Nc1ccc2c(OC[C@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@@H](C)[C@H](CN(C)C2=O)OC)c1,O=C1NCCCCN(Cc2ccc(-c3ccccn3)cc2)CCOc2ccccc21,92
C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1,O=C(C[C@H]1CC[C@H]2[C@@H](COCCCN2C(=O)Nc2ccccc2)O1)NCc1ccccc1,93
CCc1n[nH]c(SCc2ccc(OCC(C)C)cc2)n1,c1ccc(CSc2ncn[nH]2)cc1,94
CC(C)NC(=O)Nc1cccc2C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)Nc3ccccc3)Oc12,O=C(NC[C@@H]1CCNC(=O)c2ccccc2O1)Nc1ccccc1,95
Br\C(C=NNC(=O)c1cc([nH]n1)-c1ccco1)=C/c1ccccc1,O=C(NN=CC=Cc1ccccc1)c1cc(-c2ccco2)[nH]n1,96
COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2ncc(\C=C\c3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)Oc2ncc(/C=C/c3ccccc3)cc21,97
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc4OCOc4c3)ccc2OC[C@H](C)NC[C@H]1C,O=C(Nc1ccc2c(c1)C(=O)NCCCCNCCO2)c1ccc2c(c1)OCO2,98
CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H](NC(=O)Nc2c(C)noc2C)[C@@H](CO)O1,O=C(Nc1cnoc1)N[C@H]1CC[C@@H](CC(=O)N2CCNCC2)OC1,99
COCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)C(=O)NC(C)C)c1,O=C1NCCCCNCCOc2ccccc21,100
CN(C)CC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4cccc(F)c4)O[C@@H]3CO)c2c1,O=C(C[C@H]1C[C@@H]2c3ccccc3O[C@@H]2CO1)NCc1ccccc1,101
COc1ccccc1CNC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)CN(C)C)cc23)[C@H](CO)O1,O=C(C[C@H]1C[C@@H]2c3ccccc3O[C@@H]2CO1)NCc1ccccc1,101
COCCNC(=O)c1ccc2c3OCc4cc(C)ccc4-n3nc2c1,c1ccc2c(c1)COc1c3ccccc3nn1-2,102
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(C[C@@H]1C)C(=O)c1ccccn1,O=C1NCCCCN(C(=O)c2ccccn2)CCOc2cc(NC(=O)C3CC3)ccc21,103
OC[C@@H]1O[C@H](CC(=O)N2CCc3ccccc3C2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc21,O=C(Nc1ccccc1)Nc1ccc2c(c1)[C@@H]1C[C@@H](CC(=O)N3CCc4ccccc4C3)OC[C@@H]1O2,104
O[C@@H]1COC[C@@H]2O[C@H](CC(=O)NCC3CC3)CC[C@H]2N(CC2CCOCC2)C1,O=C(C[C@@H]1CC[C@@H]2[C@H](COCCCN2CC2CCOCC2)O1)NCC1CC1,105
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cc(F)ccc3F)ccc2OC[C@H](C)NC[C@H]1C,O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)NCCCCNCCO2,106
CCCC(=O)Nc1ccc2OC[C@@H](C)N(CCc3ccccc3)C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC,O=C1NCCCCN(CCc2ccccc2)CCOc2ccccc21,107
OC[C@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@H]1NC(=O)Nc1cc(F)ccc1F,O=C(C[C@@H]1C=C[C@@H](NC(=O)Nc2ccccc2)CO1)NCCCN1CCOCC1,108
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc2ncc(cc2C1=O)C#Cc1ccc(cc1)C(F)(F)F,O=C1NCC[C@H](CNCc2ccncc2)Oc2ncc(C#Cc3ccccc3)cc21,109
COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)NC5CCCCC5)O[C@H]4CO)c3c2)cc1,O=C(C[C@@H]1C[C@@H]2c3cc(NC(=O)Nc4ccccc4)ccc3O[C@@H]2CO1)NC1CCCCC1,110
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(C)c2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,111
CN(CC(=O)Nc1cccc(F)c1)CC(=O)Nc1ccc(C)c(c1)S(=O)(=O)N1CCCCCC1,O=C(CNCC(=O)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1)Nc1ccccc1,112
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@H](CNCc2ccncc2)CCN1,113
COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCc4ccccc4F)O[C@H]3CO)c2c1,O=C(C[C@H]1C[C@H]2c3ccccc3O[C@H]2CO1)NCc1ccccc1,114
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc2ccccc2-c2ccccc2C1=O,O=C1NCC[C@@H](CNS(=O)(=O)c2c[nH]cn2)OCc2ccccc2-c2ccccc21,115
CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2OC[C@H](C)N(C)C[C@H]1C,O=C1NCCCCNCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,116
Fc1ccccc1NC(=O)Nc1ccccc1N1CCCCC1,O=C(Nc1ccccc1)Nc1ccccc1N1CCCCC1,117
Cc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@@H](CCn2cc(nn2)-c2cccnc2)O[C@H]1CO,O=S(=O)(N[C@H]1CC[C@@H](CCn2cc(-c3cccnc3)nn2)OC1)c1ccccc1,118
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)CN(C)C,O=C(Nc1ccc2c(c1)C(=O)NCCCCNCCO2)c1ccccc1,119
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C#Cc1ccncc1,O=S(=O)(NC[C@@H]1CCNS(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O1)c1ccccc1,120
COc1ccc(Cl)cc1Nc1nc(N)c2ccccc2n1,c1ccc(Nc2ncc3ccccc3n2)cc1,121
CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1,O=C(Cc1ccccc1)NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,122
CN(CC1CCOCC1)C(=O)c1cc(COc2ccc(C)c(C)c2)on1,O=C(NCC1CCOCC1)c1cc(COc2ccccc2)on1,123
C[C@@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4cccnc4)cc23)[C@@H](CO)O1)c1ccccc1,O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@H]2CO1)NCc1ccccc1,124
CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C1=CCCCC1,O=S1(=O)NCCCOc2cc(C3=CCCCC3)ccc21,125
OC[C@H]1O[C@@H](CCNS(=O)(=O)c2ccc(Cl)cc2)CC[C@@H]1NC(=O)c1ccccn1,O=C(N[C@H]1CC[C@H](CCNS(=O)(=O)c2ccccc2)OC1)c1ccccn1,126
COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3-c3c(C(=O)N(C[C@H]2C)[C@H](C)CO)n(C)c2ccccc32)cc1,O=C(NCc1ccccc1)NC[C@H]1CCNC(=O)c2[nH]c3ccccc3c2-c2ccccc2CO1,127
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2ncc(cc2C1=O)-c1ccc(C)cc1,O=C1NCCCOc2ncc(-c3ccccc3)cc21,128
CCN(CC)c1ccc(C=Nn2c(S)nnc2-c2ccccc2Br)cc1,C(=Nn1cnnc1-c1ccccc1)c1ccccc1,129
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(O)=O)Oc2ncc(cc2C1=O)C#CCc1ccccc1,O=C1NCC[C@H](CNCc2ccccc2)Oc2ncc(C#CCc3ccccc3)cc21,130
C\C=C\c1ccc2c(O[C@H](CN(C)C(=O)Nc3cccc(F)c3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,O=C(NC[C@@H]1CCNS(=O)(=O)c2ccccc2O1)Nc1ccccc1,131
CN(C)CCCNC(=O)C[C@@H]1O[C@@H](CO)[C@H](NC(=O)c2ccccc2F)C=C1,O=C(N[C@@H]1C=CCOC1)c1ccccc1,132
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,O=C(C[C@@H]1C[C@H]2c3ccccc3O[C@H]2CO1)NCc1ccncc1,133
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc2ncc(cc2C1=O)-c1cc2ccccc2o1,O=C1NCC[C@H](CNCc2ccncc2)Oc2ncc(-c3cc4ccccc4o3)cc21,134
CN(C)CCCn1c(SCc2ccc(Cl)cc2)nnc1-c1ccncc1,c1ccc(CSc2nnc(-c3ccncc3)[nH]2)cc1,135
Clc1ccc(cc1NC(=O)c1ccc2OCOc2c1)-c1nc2ccccc2s1,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccc2c(c1)OCO2,136
O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCC3CCCCC3)CC[C@@H]2N(C1)S(=O)(=O)c1ccc(F)cc1,O=C(C[C@@H]1CC[C@H]2[C@@H](COCCCN2S(=O)(=O)c2ccccc2)O1)NCC1CCCCC1,137
COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ccc(NC(=O)Cc4ccccc4)cc3CC(=O)N(C[C@H]2C)[C@H](C)CO)cc1,O=C1Cc2cc(NC(=O)Cc3ccccc3)ccc2O[C@@H](CNC(=O)Nc2ccccc2)CCN1,138
OC[C@@H]1O[C@@H](CC(=O)N2CCOCC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)Nc3ccccc3F)cc21,O=C(Nc1ccccc1)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N3CCOCC3)OC[C@H]1O2,139
CNC[C@@H]1Oc2cc(Br)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO,O=S1(=O)NCCCOc2ccccc21,140
CN(C)C(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2ccc(cc2)C(F)(F)F)O1,c1ccc(CN2CCCOC[C@H]3OCCC[C@@H]32)cc1,141
