assay_id,median_auroc,median_auroc_filled
83_244,,0.5
83_245,0.125,0.125
84_246,,0.5
85_247,0.6388888888888888,0.6388888888888888
85_248,0.8958333333333334,0.8958333333333334
86_249,0.625,0.625
86_250,,0.5
88_252,,0.5
88_254,0.7000000000000001,0.7000000000000001
89_255,0.4,0.4
9_14,,0.5
9_17,,0.5
9_18,0.3,0.3
90_256,0.1428571428571429,0.1428571428571429
91_257,0.8571428571428572,0.8571428571428572
92_258,0.7142857142857143,0.7142857142857143
93_259,0.35507246376811585,0.35507246376811585
