smiles,1_1,10_19,10_20,100_277,100_278,104_291,105_355,105_369,105_361,105_378,105_352,104_289,105_377,105_375,104_325,104_297,104_295,104_299,104_300,104_326,104_319,104_323,104_334,105_339,105_341,105_360,105_362,105_374,105_382,105_385,105_391,106_392,108_394,109_395,11_21,11_22,110_396,110_397,110_398,110_399,110_400,110_401,111_402,112_406,113_407,114_408,115_409,116_411,116_412,116_413,116_414,116_415,116_416,116_420,116_421,116_424,116_425,116_426,116_427,117_429,117_430,118_432,118_434,12_23,13_24,133_474,134_476,134_477,135_479,14_25,143_495,145_497,15_26,153_510,154_511,16_27,160_519,167_539,167_538,168_541,168_542,168_543,169_544,169_545,169_548,169_549,17_28,170_550,170_551,174_555,175_559,175_561,177_585,178_591,178_684,179_659,18_29,180_686,181_599,181_600,183_604,184_606,185_665,185_666,185_667,186_668,186_669,187_618,187_619,19_30,190_628,190_629,190_674,191_630,191_631,191_675,192_635,193_723,194_639,194_678,195_642,196_644,197_645,197_646,197_647,197_648,197_649,197_650,197_651,198_682,199_657,200_658,201_660,202_661,203_662,204_663,205_664,206_670,206_671,207_672,208_673,209_676,21_32,210_677,212_680,213_681,214_683,215_685,216_687,217_688,217_689,219_691,220_692,221_693,223_695,224_696,225_697,227_699,228_700,229_701,23_34,230_702,231_703,232_704,232_705,233_706,234_707,235_708,236_709,237_710,237_711,238_712,239_713,24_35,240_714,241_715,242_716,243_717,244_718,245_719,246_720,247_721,248_722,249_724,25_36,250_725,250_726,251_727,253_729,254_730,257_735,258_736,259_737,26_37,260_738,261_739,262_740,263_741,264_742,265_743,266_744,267_745,268_746,269_747,27_38,27_39,27_40,270_748,271_749,272_750,273_751,274_752,275_753,275_754,276_755,277_756,278_757,279_758,280_759,281_760,283_762,29_43,3_3,37_69,37_70,37_74,37_77,40_95,40_96,42_103,42_104,44_106,46_120,49_149,5_5,50_154,53_178,54_179,54_182,6_7,7_10,7_11,70_211,71_212,71_213,76_230,78_237,8_12,8_13,80_239,81_241,82_242,82_243,83_244,83_245,84_246,85_247,85_248,86_249,86_250,88_252,88_254,89_255,9_14,9_17,9_18,90_256,91_257,92_258,93_259,InChIKey14,Cells_Number_Object_Number,Cells_Neighbors_FirstClosestObjectNumber_5,Cells_Neighbors_FirstClosestObjectNumber_Adjacent,Cells_Neighbors_SecondClosestObjectNumber_5,Cells_Neighbors_SecondClosestObjectNumber_Adjacent,Cells_Parent_Nuclei,Cytoplasm_Number_Object_Number,Cytoplasm_Parent_Cells,Cytoplasm_Parent_Nuclei,Nuclei_Neighbors_FirstClosestObjectNumber_1,Nuclei_Neighbors_SecondClosestObjectNumber_1,Nuclei_Number_Object_Number
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccccc3F)cc2OC[C@@H](C)N(C[C@H]1C)S(=O)(=O)CC(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LKPAJBWDPUXZFP-SEPYTNNBSA-N,-14.0390625,-13.03125,-13.03125,-13.59375,-13.59375,-14.0390625,-14.0390625,-14.0390625,-14.0390625,-13.0546875,-14.1015625,-14.0390625
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)Oc2c(cccc2C1=O)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,1.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGTZGERAXWJDKM-MDOVXXIYSA-N,-2.671875,-2.390625,-2.390625,-2.6875,-2.6875,-2.671875,-2.671875,-2.671875,-2.671875,-1.640625,-3.5625,-2.671875
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)Nc1nc(cs1)-c1cccs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OZCWRZJOJLPDDW-UHFFFAOYSA-N,-0.53125,-0.8984375,-0.8984375,-0.4609375,-0.4609375,-0.53125,-0.53125,-0.53125,-0.53125,-1.0078125,0.21875,-0.53125
OC[C@@H]1O[C@H](CC(=O)NCC2CC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)c3cccnc3)cc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGHYMYOTKHNHQJ-RAKJYXHLSA-N,8.1171875,8.6484375,8.6484375,9.203125,9.203125,8.1171875,8.1171875,8.1171875,8.1171875,9.1328125,8.4453125,8.1171875
Cc1cccn2c1nc1n(Cc3cccnc3)c(=N)c(cc1c2=O)C(=O)NCCN1CCOCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,,1.0,0.0,,,,,,,,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUJXYFPBVPQZKX-UHFFFAOYSA-N,-7.0078125,-6.0859375,-6.0859375,-6.1484375,-6.1484375,-7.0078125,-7.0078125,-7.0078125,-7.0078125,-7.09375,-6.5,-7.0078125
COc1cccc(c1)S(=O)(=O)N[C@@H]1CC[C@H](CCN)O[C@H]1CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,1.0,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FUQFZQORNFVFMN-DFBGVHRSSA-N,-3.484375,-3.90625,-3.90625,-4.484375,-4.484375,-3.484375,-3.484375,-3.484375,-3.484375,-4.015625,-3.4921875,-3.484375
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(Cc2ccncc2)C[C@H]1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RHXUULWZVSTJED-HHJKRLRDSA-N,10.234375,10.21875,10.21875,9.76953125,9.76953125,10.234375,10.234375,10.234375,10.234375,10.74609375,10.1796875,10.234375
CCCNC(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@@H]12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWAGOAOIMIOBRQ-NLPWIYRPSA-N,-12.0859375,-12.1796875,-12.1796875,-12.4453125,-12.4453125,-12.0859375,-12.0859375,-12.0859375,-12.0859375,-12.109375,-13.015625,-12.0859375
CCS(=O)(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC)C(=O)C1CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,1.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KQYPWNZZGCEQSB-PNLZDCPESA-N,8.9140625,8.51953125,8.51953125,9.890625,9.890625,8.9140625,8.9140625,8.9140625,8.9140625,8.921875,9.296875,8.9140625
OC[C@H]1O[C@@H](CCNC(=O)C2CC2)CC[C@@H]1NS(=O)(=O)c1cccc(F)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UXNIMKIHWHNNEY-HYVNUMGLSA-N,-0.234375,-0.296875,-0.296875,0.625,0.625,-0.234375,-0.234375,-0.234375,-0.234375,0.328125,0.671875,-0.234375
COc1ccccc1CNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2Cc2cccc(c2)-c2ccncc2)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IQZRHVPMCXNVFS-CIXDGQAGSA-N,1.4140625,1.8203125,1.8203125,2.0546875,2.0546875,1.4140625,1.4140625,1.4140625,1.4140625,1.890625,1.984375,1.4140625
OC[C@@H]1O[C@@H](CC(=O)NC2Cc3ccccc3C2)CC[C@H]1NC(=O)c1ccc2OCOc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTXYXNLRJUMWJA-VIZSFHNOSA-N,-0.59375,0.4609375,0.4609375,-1.62890625,-1.62890625,-0.59375,-0.59375,-0.59375,-0.59375,0.4609375,-0.5546875,-0.59375
COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3-c3c(C(=O)N(C[C@@H]2C)[C@H](C)CO)n(C)c2ccccc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,1.0,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,1.0,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHOSBDATJBJZOG-JLELKNTQSA-N,-4.4921875,-4.046875,-4.046875,-4.5703125,-4.5703125,-4.4921875,-4.4921875,-4.4921875,-4.4921875,-4.4609375,-4.21875,-4.4921875
CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#CC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTEAFCJBUOPAHG-NJNPRVFISA-N,-14.265625,-14.21875,-14.21875,-14.2265625,-14.2265625,-14.265625,-14.265625,-14.265625,-14.265625,-14.15625,-14.1953125,-14.265625
OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)CC[C@@H]1NC(=O)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,,,0.0,,1.0,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWCXAENNPFGWBU-DZKIICNBSA-N,-0.390625,-0.2734375,-0.2734375,-0.625,-0.625,-0.390625,-0.390625,-0.390625,-0.390625,-0.4296875,0.15625,-0.390625
CCCNC(=O)N[C@@H]1CC[C@H](CC(=O)NC2CCC2)O[C@@H]1CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YUDVUYFJPOOWEQ-MGPQQGTHSA-N,-0.703125,-1.1796875,-1.1796875,-0.71484375,-0.71484375,-0.703125,-0.703125,-0.703125,-0.703125,-2.2109375,-0.4609375,-0.703125
OC[C@H]1O[C@H](CC(=O)NCc2ccc(cc2)-c2ccccc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)C3CCC3)cc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,1.0,,,0.0,1.0,,0.0,0.0,0.0,,,,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTKVBNZNKFXGOR-YQXDBROVSA-N,1.296875,1.8203125,1.8203125,0.9140625,0.9140625,1.296875,1.296875,1.296875,1.296875,1.78125,0.9453125,1.296875
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc2ccccc2N)Oc2c(cccc2C1=O)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,,,,0.0,,,,0.0,0.0,,0.0,1.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SREUWAAPQJIJAQ-KERYWQKISA-N,-7.140625,-7.1015625,-7.1015625,-8.0078125,-8.0078125,-7.140625,-7.140625,-7.140625,-7.140625,-7.609375,-7.15625,-7.140625
COc1ccc(cc1)C#Cc1ccc2c(O[C@H](CN(C)S(=O)(=O)c3ccccc3F)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,0.0,,,,,,,1.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YGCNTAWRLGQTMN-RXYILKCJSA-N,-2.328125,-2.3671875,-2.3671875,-2.2265625,-2.2265625,-2.328125,-2.328125,-2.328125,-2.328125,-2.859375,-2.3671875,-2.328125
CCCNC(=O)N[C@H]1CC[C@@H](CC(=O)NC2CCC2)O[C@@H]1CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YUDVUYFJPOOWEQ-MELADBBJSA-N,1.328125,1.3125,1.3125,1.328125,1.328125,1.328125,1.328125,1.328125,1.328125,1.3046875,2.0390625,1.328125
OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)Nc3ccccc3F)cc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAKFIKLLFOVZGV-BFAWKISMSA-N,-9.466372489348752,-8.946135118685334,-8.946135118685334,-9.843883140596468,-9.843883140596468,-9.466372489348752,-9.466372489348752,-9.466372489348752,-9.466372489348752,-10.056603773584907,-9.315429093122336,-9.466372489348752
CC(C)CC(=O)Nc1ccc(cc1)-c1nc2ccccc2c(=O)o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOIRMFYSMBQYEW-UHFFFAOYSA-N,0.1953125,-0.0234375,-0.0234375,0.671875,0.671875,0.203125,0.1953125,0.203125,0.203125,0.484375,0.8046875,0.1953125
