Compound SMILES,Plate,Well,ch1_path,ch2_path,ch3_path,ch4_path,ch5_path
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,24277,B01,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b01.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b01.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b01.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b01.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b01.tif
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,24277,B02,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b02.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b02.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b02.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b02.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b02.tif
Clc1cncc(n1)N1CCNCC1,24277,B04,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b04.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b04.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b04.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b04.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b04.tif
Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1,24277,B05,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b05.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b05.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b05.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b05.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b05.tif
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,24277,B07,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b07.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b07.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b07.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b07.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b07.tif
COc1cc(O)c(cc1O)C(=O)c1ccccc1,24277,B09,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b09.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b09.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b09.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b09.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b09.tif
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,24277,B10,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b10.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b10.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b10.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b10.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b10.tif
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,24277,B11,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b11.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b11.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b11.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b11.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b11.tif
Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc12,24277,B15,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b15.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b15.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b15.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b15.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b15.tif
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,24277,B16,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b16.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b16.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b16.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b16.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b16.tif
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,24277,B17,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b17.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b17.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b17.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b17.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b17.tif
CN([C@@H]1CCCC[C@@H]1N1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,24277,B18,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b18.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b18.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b18.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b18.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b18.tif
Nc1nc2ccc(OC(F)(F)F)cc2s1,24277,B19,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b19.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b19.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b19.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b19.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b19.tif
CC(=O)NS(=O)(=O)c1ccc(N)cc1,24277,B22,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b22.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b22.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b22.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b22.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b22.tif
CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN3CCOCC3)c2c1,24277,B23,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_b23.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_b23.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_b23.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_b23.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_b23.tif
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,24277,C02,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c02.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c02.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c02.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c02.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c02.tif
CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1,24277,C03,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c03.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c03.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c03.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c03.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c03.tif
Clc1cc(Cl)cc(c1)\C=C(/C#N)c1cccnc1,24277,C04,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c04.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c04.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c04.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c04.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c04.tif
COP(=S)(OC)SCn1nnc2ccccc2c1=O,24277,C05,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c05.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c05.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c05.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c05.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c05.tif
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,24277,C06,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c06.tif
OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,24277,C07,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c07.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c07.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c07.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c07.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c07.tif
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,24277,C08,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c08.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c08.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c08.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c08.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c08.tif
Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,24277,C17,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c17.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c17.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c17.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c17.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c17.tif
CN1CCC(CC1)OC(c1ccccc1)c1ccccc1,24277,C18,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c18.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c18.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c18.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c18.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c18.tif
C(CNC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,24277,C23,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_c23.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_c23.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_c23.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_c23.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_c23.tif
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,24277,D02,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d02.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d02.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d02.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d02.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d02.tif
CN(C)CCCSC(N)=N,24277,D03,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d03.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d03.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d03.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d03.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d03.tif
CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,24277,D04,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d04.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d04.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d04.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d04.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d04.tif
OC(=O)c1cc(ccc1O)N(Cc1ccccc1O)Cc1cc(O)ccc1O,24277,D05,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d05.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d05.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d05.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d05.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d05.tif
Clc1oc(=O)c2ccccc2c1Cl,24277,D06,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d06.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d06.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d06.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d06.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d06.tif
O=c1ccc2ccccc2o1,24277,D07,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d07.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d07.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d07.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d07.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d07.tif
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,24277,D09,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d09.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d09.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d09.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d09.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d09.tif
CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1,24277,D17,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d17.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d17.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d17.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d17.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d17.tif
NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C12CC3CC(CC(C3)C1)C2,24277,D18,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d18.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d18.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d18.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d18.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d18.tif
CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N,24277,D20,s3://morphology_profiles/filtered_mp/24277-Hoechst/merged_24277-Hoechst_d20.tif,s3://morphology_profiles/filtered_mp/24277-ERSyto/merged_24277-ERSyto_d20.tif,s3://morphology_profiles/filtered_mp/24277-ERSytoBleed/merged_24277-ERSytoBleed_d20.tif,s3://morphology_profiles/filtered_mp/24277-Ph_golgi/merged_24277-Ph_golgi_d20.tif,s3://morphology_profiles/filtered_mp/24277-Mito/merged_24277-Mito_d20.tif
